CUSTOMER_ID,CUSTOMER_NAME,EMAIL,PHONE,ADDRESS,CREDIT_LIMIT,CUSTOMER_TYPE,CREATED_DATE
260,Customer_260,customer260@example.com,13800000260,Address for customer 260,19741.48,RETAIL,2025-10-05 07:20:15
261,Customer_261,customer261@example.com,13800000261,Address for customer 261,4228.42,BUSINESS,2025-03-17 04:20:24
262,Customer_262,customer262@example.com,13800000262,Address for customer 262,7919.54,RETAIL,2024-07-19 00:10:56
263,Customer_263,customer263@example.com,13800000263,Address for customer 263,32957.44,RETAIL,2024-04-24 14:15:09
264,Customer_264,customer264@example.com,13800000264,Address for customer 264,15820.09,BUSINESS,2025-01-29 17:20:50
265,Customer_265,customer265@example.com,13800000265,Address for customer 265,26579.67,RETAIL,2025-07-26 01:40:52
266,Customer_266,customer266@example.com,13800000266,Address for customer 266,25036.62,RETAIL,2024-09-22 09:10:22
267,Customer_267,customer267@example.com,13800000267,Address for customer 267,42584.23,BUSINESS,2025-01-29 03:52:48
268,Customer_268,customer268@example.com,13800000268,Address for customer 268,42130.72,RETAIL,2025-03-19 07:32:32
269,Customer_269,customer269@example.com,13800000269,Address for customer 269,3882.87,RETAIL,2024-06-02 11:50:08
270,Customer_270,customer270@example.com,13800000270,Address for customer 270,4611.16,BUSINESS,2024-07-02 08:33:49
271,Customer_271,customer271@example.com,13800000271,Address for customer 271,43461.61,RETAIL,2025-10-02 02:11:49
272,Customer_272,customer272@example.com,13800000272,Address for customer 272,49481.77,RETAIL,2024-03-19 19:43:41
273,Customer_273,customer273@example.com,13800000273,Address for customer 273,32407.39,BUSINESS,2024-09-04 13:29:34
274,Customer_274,customer274@example.com,13800000274,Address for customer 274,28805.53,RETAIL,2025-03-21 20:18:25
275,Customer_275,customer275@example.com,13800000275,Address for customer 275,32508.41,RETAIL,2024-04-28 16:28:46
276,Customer_276,customer276@example.com,13800000276,Address for customer 276,26170.21,BUSINESS,2025-09-21 10:58:24
277,Customer_277,customer277@example.com,13800000277,Address for customer 277,27715.09,RETAIL,2024-10-11 19:18:28
278,Customer_278,customer278@example.com,13800000278,Address for customer 278,16549.64,RETAIL,2025-04-12 07:42:26
279,Customer_279,customer279@example.com,13800000279,Address for customer 279,36416.92,BUSINESS,2024-04-03 02:28:57
280,Customer_280,customer280@example.com,13800000280,Address for customer 280,7423.42,RETAIL,2024-07-13 15:39:47
281,Customer_281,customer281@example.com,13800000281,Address for customer 281,33485.29,RETAIL,2026-01-05 01:36:14
282,Customer_282,customer282@example.com,13800000282,Address for customer 282,1357.84,BUSINESS,2024-11-15 04:05:00
283,Customer_283,customer283@example.com,13800000283,Address for customer 283,5232.5,RETAIL,2025-10-20 07:45:03
284,Customer_284,customer284@example.com,13800000284,Address for customer 284,26095.61,RETAIL,2025-09-20 23:31:41
285,Customer_285,customer285@example.com,13800000285,Address for customer 285,14221.62,BUSINESS,2025-08-01 22:48:20
286,Customer_286,customer286@example.com,13800000286,Address for customer 286,41630.3,RETAIL,2025-10-04 14:16:52
287,Customer_287,customer287@example.com,13800000287,Address for customer 287,39265.69,RETAIL,2025-04-16 09:07:04
288,Customer_288,customer288@example.com,13800000288,Address for customer 288,3276.37,BUSINESS,2024-08-15 04:49:50
289,Customer_289,customer289@example.com,13800000289,Address for customer 289,5520.33,RETAIL,2024-08-13 20:57:25
290,Customer_290,customer290@example.com,13800000290,Address for customer 290,8403.15,RETAIL,2025-06-11 06:44:27
291,Customer_291,customer291@example.com,13800000291,Address for customer 291,36134.41,BUSINESS,2024-05-27 12:56:56
292,Customer_292,customer292@example.com,13800000292,Address for customer 292,31973.81,RETAIL,2025-11-24 11:30:08
293,Customer_293,customer293@example.com,13800000293,Address for customer 293,43219.31,RETAIL,2024-06-02 13:12:59
294,Customer_294,customer294@example.com,13800000294,Address for customer 294,2565.52,BUSINESS,2024-11-21 21:48:34
295,Customer_295,customer295@example.com,13800000295,Address for customer 295,19062.74,RETAIL,2024-02-05 00:11:34
296,Customer_296,customer296@example.com,13800000296,Address for customer 296,8933.27,RETAIL,2024-08-04 07:20:06
297,Customer_297,customer297@example.com,13800000297,Address for customer 297,41089.56,BUSINESS,2025-11-14 10:45:36
298,Customer_298,customer298@example.com,13800000298,Address for customer 298,18036.91,RETAIL,2024-02-17 19:16:38
299,Customer_299,customer299@example.com,13800000299,Address for customer 299,13541.04,RETAIL,2025-01-11 20:18:09
300,Customer_300,customer300@example.com,13800000300,Address for customer 300,4239.25,BUSINESS,2024-03-19 12:38:38
